millis,stamp,datetime,temp
6639000, 1497831855, 2017/6/19 0:24:15, 15.70
6639998, 1497831856, 2017/6/19 0:24:16, 15.70
6640999, 1497831857, 2017/6/19 0:24:17, 15.70
6641999, 1497831858, 2017/6/19 0:24:18, 15.70
6642999, 1497831859, 2017/6/19 0:24:19, 15.70
6643998, 1497831860, 2017/6/19 0:24:20, 15.70
6644999, 1497831861, 2017/6/19 0:24:21, 15.70
6645998, 1497831862, 2017/6/19 0:24:22, 15.70
6646999, 1497831863, 2017/6/19 0:24:23, 15.70
6647999, 1497831864, 2017/6/19 0:24:24, 15.70
6648999, 1497831865, 2017/6/19 0:24:25, 15.70
6650000, 1497831866, 2017/6/19 0:24:26, 15.70
6650999, 1497831867, 2017/6/19 0:24:27, 15.70
6651999, 1497831868, 2017/6/19 0:24:28, 15.70
6652999, 1497831869, 2017/6/19 0:24:29, 15.70
6653999, 1497831870, 2017/6/19 0:24:30, 15.70
6655000, 1497831871, 2017/6/19 0:24:31, 15.70
6655998, 1497831872, 2017/6/19 0:24:32, 15.70
6657000, 1497831873, 2017/6/19 0:24:33, 15.70
6657999, 1497831874, 2017/6/19 0:24:34, 15.70
6658999, 1497831875, 2017/6/19 0:24:35, 15.70
6659999, 1497831876, 2017/6/19 0:24:36, 15.70
6660999, 1497831877, 2017/6/19 0:24:37, 15.70
6661999, 1497831878, 2017/6/19 0:24:38, 15.70
6662999, 1497831879, 2017/6/19 0:24:39, 15.70
6663999, 1497831880, 2017/6/19 0:24:40, 15.70
6664999, 1497831881, 2017/6/19 0:24:41, 15.70
6665999, 1497831882, 2017/6/19 0:24:42, 15.70
6666999, 1497831883, 2017/6/19 0:24:43, 15.70
6667999, 1497831884, 2017/6/19 0:24:44, 15.70
6668999, 1497831885, 2017/6/19 0:24:45, 15.70
6669999, 1497831886, 2017/6/19 0:24:46, 15.70
6671000, 1497831887, 2017/6/19 0:24:47, 15.70
6671998, 1497831888, 2017/6/19 0:24:48, 15.70
6672999, 1497831889, 2017/6/19 0:24:49, 15.70
6673998, 1497831890, 2017/6/19 0:24:50, 15.70
6675000, 1497831891, 2017/6/19 0:24:51, 15.70
6675999, 1497831892, 2017/6/19 0:24:52, 15.60
6676999, 1497831893, 2017/6/19 0:24:53, 15.60
6677999, 1497831894, 2017/6/19 0:24:54, 15.70
6678999, 1497831895, 2017/6/19 0:24:55, 15.70
6680000, 1497831896, 2017/6/19 0:24:56, 15.70
6680998, 1497831897, 2017/6/19 0:24:57, 15.70
6682000, 1497831898, 2017/6/19 0:24:58, 15.70
6682999, 1497831899, 2017/6/19 0:24:59, 15.70
6684000, 1497831900, 2017/6/19 0:25:0, 15.70
6684999, 1497831901, 2017/6/19 0:25:1, 15.60
6685999, 1497831902, 2017/6/19 0:25:2, 15.60
6687000, 1497831903, 2017/6/19 0:25:3, 15.60
6687998, 1497831904, 2017/6/19 0:25:4, 15.60
6688999, 1497831905, 2017/6/19 0:25:5, 15.60
6690000, 1497831906, 2017/6/19 0:25:6, 15.60
6690999, 1497831907, 2017/6/19 0:25:7, 15.60
6691999, 1497831908, 2017/6/19 0:25:8, 15.60
6692999, 1497831909, 2017/6/19 0:25:9, 15.60
6693998, 1497831910, 2017/6/19 0:25:10, 15.60
6694999, 1497831911, 2017/6/19 0:25:11, 15.60
6695999, 1497831912, 2017/6/19 0:25:12, 15.60
6696998, 1497831913, 2017/6/19 0:25:13, 15.60
6698000, 1497831914, 2017/6/19 0:25:14, 15.60
6698999, 1497831915, 2017/6/19 0:25:15, 15.60
6699999, 1497831916, 2017/6/19 0:25:16, 15.60
6700998, 1497831917, 2017/6/19 0:25:17, 15.60
6701999, 1497831918, 2017/6/19 0:25:18, 15.60
6702999, 1497831919, 2017/6/19 0:25:19, 15.60
6703998, 1497831920, 2017/6/19 0:25:20, 15.60
6704999, 1497831921, 2017/6/19 0:25:21, 15.60
6705999, 1497831922, 2017/6/19 0:25:22, 15.60
6707000, 1497831923, 2017/6/19 0:25:23, 15.60
6707999, 1497831924, 2017/6/19 0:25:24, 15.60
6709000, 1497831925, 2017/6/19 0:25:25, 15.60
6709999, 1497831926, 2017/6/19 0:25:26, 15.60
6711000, 1497831927, 2017/6/19 0:25:27, 15.60
6711999, 1497831928, 2017/6/19 0:25:28, 15.60
6712999, 1497831929, 2017/6/19 0:25:29, 15.60
6713999, 1497831930, 2017/6/19 0:25:30, 15.60
6714999, 1497831931, 2017/6/19 0:25:31, 15.60
6715999, 1497831932, 2017/6/19 0:25:32, 15.60
6716999, 1497831933, 2017/6/19 0:25:33, 15.60
6718000, 1497831934, 2017/6/19 0:25:34, 15.60
6718999, 1497831935, 2017/6/19 0:25:35, 15.60
6720000, 1497831936, 2017/6/19 0:25:36, 15.60
6720999, 1497831937, 2017/6/19 0:25:37, 15.60
6721998, 1497831938, 2017/6/19 0:25:38, 15.60
6722998, 1497831939, 2017/6/19 0:25:39, 15.60
6723999, 1497831940, 2017/6/19 0:25:40, 15.60
6725000, 1497831941, 2017/6/19 0:25:41, 15.60
6725999, 1497831942, 2017/6/19 0:25:42, 15.60
6727000, 1497831943, 2017/6/19 0:25:43, 15.60
6727999, 1497831944, 2017/6/19 0:25:44, 15.60
6728999, 1497831945, 2017/6/19 0:25:45, 15.60
6729999, 1497831946, 2017/6/19 0:25:46, 15.60
6730999, 1497831947, 2017/6/19 0:25:47, 15.60
6731999, 1497831948, 2017/6/19 0:25:48, 15.60
6732999, 1497831949, 2017/6/19 0:25:49, 15.60
6734000, 1497831950, 2017/6/19 0:25:50, 15.60
6734999, 1497831951, 2017/6/19 0:25:51, 15.60
6736000, 1497831952, 2017/6/19 0:25:52, 15.60
6736999, 1497831953, 2017/6/19 0:25:53, 15.60
6737999, 1497831954, 2017/6/19 0:25:54, 15.60
6738999, 1497831955, 2017/6/19 0:25:55, 15.60
6739999, 1497831956, 2017/6/19 0:25:56, 15.60
6741000, 1497831957, 2017/6/19 0:25:57, 15.60
6741999, 1497831958, 2017/6/19 0:25:58, 15.60
6743000, 1497831959, 2017/6/19 0:25:59, 15.60
6743999, 1497831960, 2017/6/19 0:26:0, 15.60
6744999, 1497831961, 2017/6/19 0:26:1, 15.60
6745999, 1497831962, 2017/6/19 0:26:2, 15.60
6746999, 1497831963, 2017/6/19 0:26:3, 15.60
6747999, 1497831964, 2017/6/19 0:26:4, 15.60
6748999, 1497831965, 2017/6/19 0:26:5, 15.60
6750000, 1497831966, 2017/6/19 0:26:6, 15.60
6750999, 1497831967, 2017/6/19 0:26:7, 15.60
6752000, 1497831968, 2017/6/19 0:26:8, 15.60
6752999, 1497831969, 2017/6/19 0:26:9, 15.60
6753998, 1497831970, 2017/6/19 0:26:10, 15.60
6754999, 1497831971, 2017/6/19 0:26:11, 15.60
6755998, 1497831972, 2017/6/19 0:26:12, 15.60
6756999, 1497831973, 2017/6/19 0:26:13, 15.60
6757999, 1497831974, 2017/6/19 0:26:14, 15.60
6758999, 1497831975, 2017/6/19 0:26:15, 15.60
6760000, 1497831976, 2017/6/19 0:26:16, 15.60
6760998, 1497831977, 2017/6/19 0:26:17, 15.60
6761999, 1497831978, 2017/6/19 0:26:18, 15.60
6762999, 1497831979, 2017/6/19 0:26:19, 15.60
6763999, 1497831980, 2017/6/19 0:26:20, 15.60
6764999, 1497831981, 2017/6/19 0:26:21, 15.60
6765999, 1497831982, 2017/6/19 0:26:22, 15.60
6766998, 1497831983, 2017/6/19 0:26:23, 15.60
6767998, 1497831984, 2017/6/19 0:26:24, 15.60
6769000, 1497831985, 2017/6/19 0:26:25, 15.60
6769999, 1497831986, 2017/6/19 0:26:26, 15.60
6771000, 1497831987, 2017/6/19 0:26:27, 15.60
6772000, 1497831988, 2017/6/19 0:26:28, 15.60
6772999, 1497831989, 2017/6/19 0:26:29, 15.60
6773999, 1497831990, 2017/6/19 0:26:30, 15.60
6774999, 1497831991, 2017/6/19 0:26:31, 15.60
6776000, 1497831992, 2017/6/19 0:26:32, 15.60
6776998, 1497831993, 2017/6/19 0:26:33, 15.60
6778000, 1497831994, 2017/6/19 0:26:34, 15.60
6778999, 1497831995, 2017/6/19 0:26:35, 15.60
6780000, 1497831996, 2017/6/19 0:26:36, 15.60
6780999, 1497831997, 2017/6/19 0:26:37, 15.60
6781999, 1497831998, 2017/6/19 0:26:38, 15.60
6782998, 1497831999, 2017/6/19 0:26:39, 15.60
6783998, 1497832000, 2017/6/19 0:26:40, 15.60
6784999, 1497832001, 2017/6/19 0:26:41, 15.60
6785999, 1497832002, 2017/6/19 0:26:42, 15.60
6786999, 1497832003, 2017/6/19 0:26:43, 15.60
6787999, 1497832004, 2017/6/19 0:26:44, 15.60
6788999, 1497832005, 2017/6/19 0:26:45, 15.60
6789998, 1497832006, 2017/6/19 0:26:46, 15.60
6790999, 1497832007, 2017/6/19 0:26:47, 15.60
6792000, 1497832008, 2017/6/19 0:26:48, 15.60
6792999, 1497832009, 2017/6/19 0:26:49, 15.60
6794000, 1497832010, 2017/6/19 0:26:50, 15.60
6794998, 1497832011, 2017/6/19 0:26:51, 15.60
6796000, 1497832012, 2017/6/19 0:26:52, 15.60
6796999, 1497832013, 2017/6/19 0:26:53, 15.60
6798000, 1497832014, 2017/6/19 0:26:54, 15.60
6798999, 1497832015, 2017/6/19 0:26:55, 15.60
6799998, 1497832016, 2017/6/19 0:26:56, 15.60
6800998, 1497832017, 2017/6/19 0:26:57, 15.60
6801999, 1497832018, 2017/6/19 0:26:58, 15.60
6803000, 1497832019, 2017/6/19 0:26:59, 15.60
6803999, 1497832020, 2017/6/19 0:27:0, 15.60
6804999, 1497832021, 2017/6/19 0:27:1, 15.60
6805999, 1497832022, 2017/6/19 0:27:2, 15.60
6806999, 1497832023, 2017/6/19 0:27:3, 15.60
6807999, 1497832024, 2017/6/19 0:27:4, 15.60
6808998, 1497832025, 2017/6/19 0:27:5, 15.60
6809999, 1497832026, 2017/6/19 0:27:6, 15.60
6810998, 1497832027, 2017/6/19 0:27:7, 15.60
6811999, 1497832028, 2017/6/19 0:27:8, 15.60
6812998, 1497832029, 2017/6/19 0:27:9, 15.60
6813999, 1497832030, 2017/6/19 0:27:10, 15.60
6815000, 1497832031, 2017/6/19 0:27:11, 15.60
6815998, 1497832032, 2017/6/19 0:27:12, 15.60
6817000, 1497832033, 2017/6/19 0:27:13, 15.60
6817999, 1497832034, 2017/6/19 0:27:14, 15.60
6818999, 1497832035, 2017/6/19 0:27:15, 15.60
6819999, 1497832036, 2017/6/19 0:27:16, 15.60
6820999, 1497832037, 2017/6/19 0:27:17, 15.60
6821998, 1497832038, 2017/6/19 0:27:18, 15.60
6822999, 1497832039, 2017/6/19 0:27:19, 15.60
6823999, 1497832040, 2017/6/19 0:27:20, 15.60
6824999, 1497832041, 2017/6/19 0:27:21, 15.60
6825999, 1497832042, 2017/6/19 0:27:22, 15.60
6826999, 1497832043, 2017/6/19 0:27:23, 15.60
6827999, 1497832044, 2017/6/19 0:27:24, 15.60
6828998, 1497832045, 2017/6/19 0:27:25, 15.60
6829999, 1497832046, 2017/6/19 0:27:26, 15.60
6830999, 1497832047, 2017/6/19 0:27:27, 15.60
6832000, 1497832048, 2017/6/19 0:27:28, 15.60
6833000, 1497832049, 2017/6/19 0:27:29, 15.60
6833998, 1497832050, 2017/6/19 0:27:30, 15.60
6834999, 1497832051, 2017/6/19 0:27:31, 15.60
6835999, 1497832052, 2017/6/19 0:27:32, 15.60
6837000, 1497832053, 2017/6/19 0:27:33, 15.60
6837999, 1497832054, 2017/6/19 0:27:34, 15.60
6838999, 1497832055, 2017/6/19 0:27:35, 15.60
6839999, 1497832056, 2017/6/19 0:27:36, 15.60
6840999, 1497832057, 2017/6/19 0:27:37, 15.60
6841999, 1497832058, 2017/6/19 0:27:38, 15.60
6842999, 1497832059, 2017/6/19 0:27:39, 15.60
6843999, 1497832060, 2017/6/19 0:27:40, 15.60
6844999, 1497832061, 2017/6/19 0:27:41, 15.60
6846000, 1497832062, 2017/6/19 0:27:42, 15.60
6846999, 1497832063, 2017/6/19 0:27:43, 15.60
6848000, 1497832064, 2017/6/19 0:27:44, 15.60
6848999, 1497832065, 2017/6/19 0:27:45, 15.60
6849998, 1497832066, 2017/6/19 0:27:46, 15.60
6850999, 1497832067, 2017/6/19 0:27:47, 15.60
6851999, 1497832068, 2017/6/19 0:27:48, 15.60
6852999, 1497832069, 2017/6/19 0:27:49, 15.60
6853999, 1497832070, 2017/6/19 0:27:50, 15.60
6855000, 1497832071, 2017/6/19 0:27:51, 15.60
6855999, 1497832072, 2017/6/19 0:27:52, 15.60
6856998, 1497832073, 2017/6/19 0:27:53, 15.60
6857999, 1497832074, 2017/6/19 0:27:54, 15.60
6858999, 1497832075, 2017/6/19 0:27:55, 15.60
6860000, 1497832076, 2017/6/19 0:27:56, 15.60
6860999, 1497832077, 2017/6/19 0:27:57, 15.60
6861999, 1497832078, 2017/6/19 0:27:58, 15.60
6862999, 1497832079, 2017/6/19 0:27:59, 15.60
6863998, 1497832080, 2017/6/19 0:28:0, 15.60
6864999, 1497832081, 2017/6/19 0:28:1, 15.60
6865999, 1497832082, 2017/6/19 0:28:2, 15.60
6866999, 1497832083, 2017/6/19 0:28:3, 15.60
6867999, 1497832084, 2017/6/19 0:28:4, 15.60
6869000, 1497832085, 2017/6/19 0:28:5, 15.60
6869999, 1497832086, 2017/6/19 0:28:6, 15.60
6870999, 1497832087, 2017/6/19 0:28:7, 15.60
6871999, 1497832088, 2017/6/19 0:28:8, 15.60
6872998, 1497832089, 2017/6/19 0:28:9, 15.60
6874000, 1497832090, 2017/6/19 0:28:10, 15.60
6874999, 1497832091, 2017/6/19 0:28:11, 15.60
6875999, 1497832092, 2017/6/19 0:28:12, 15.60
6876999, 1497832093, 2017/6/19 0:28:13, 15.60
6877999, 1497832094, 2017/6/19 0:28:14, 15.60
6878999, 1497832095, 2017/6/19 0:28:15, 15.60
6879998, 1497832096, 2017/6/19 0:28:16, 15.60
6880999, 1497832097, 2017/6/19 0:28:17, 15.60
6881999, 1497832098, 2017/6/19 0:28:18, 15.60
6882999, 1497832099, 2017/6/19 0:28:19, 15.60
6883998, 1497832100, 2017/6/19 0:28:20, 15.60
6884999, 1497832101, 2017/6/19 0:28:21, 15.60
6885999, 1497832102, 2017/6/19 0:28:22, 15.60
6886999, 1497832103, 2017/6/19 0:28:23, 15.60
6887999, 1497832104, 2017/6/19 0:28:24, 15.60
6888998, 1497832105, 2017/6/19 0:28:25, 15.60
6890000, 1497832106, 2017/6/19 0:28:26, 15.60
6891000, 1497832107, 2017/6/19 0:28:27, 15.60
6891999, 1497832108, 2017/6/19 0:28:28, 15.60
6892999, 1497832109, 2017/6/19 0:28:29, 15.60
6893999, 1497832110, 2017/6/19 0:28:30, 15.60
6894999, 1497832111, 2017/6/19 0:28:31, 15.60
6895998, 1497832112, 2017/6/19 0:28:32, 15.60
6896999, 1497832113, 2017/6/19 0:28:33, 15.60
6897999, 1497832114, 2017/6/19 0:28:34, 15.60
6899000, 1497832115, 2017/6/19 0:28:35, 15.60
6899999, 1497832116, 2017/6/19 0:28:36, 15.60
6900999, 1497832117, 2017/6/19 0:28:37, 15.60
6901999, 1497832118, 2017/6/19 0:28:38, 15.60
6903000, 1497832119, 2017/6/19 0:28:39, 15.60
6903999, 1497832120, 2017/6/19 0:28:40, 15.60
6904999, 1497832121, 2017/6/19 0:28:41, 15.60
6905999, 1497832122, 2017/6/19 0:28:42, 15.60
6906999, 1497832123, 2017/6/19 0:28:43, 15.60
6907999, 1497832124, 2017/6/19 0:28:44, 15.60
6908999, 1497832125, 2017/6/19 0:28:45, 15.50
6910000, 1497832126, 2017/6/19 0:28:46, 15.50
6910999, 1497832127, 2017/6/19 0:28:47, 15.60
6911998, 1497832128, 2017/6/19 0:28:48, 15.60
6912999, 1497832129, 2017/6/19 0:28:49, 15.60
6913999, 1497832130, 2017/6/19 0:28:50, 15.60
6915000, 1497832131, 2017/6/19 0:28:51, 15.60
6915999, 1497832132, 2017/6/19 0:28:52, 15.60
6916999, 1497832133, 2017/6/19 0:28:53, 15.60
6917998, 1497832134, 2017/6/19 0:28:54, 15.60
6918999, 1497832135, 2017/6/19 0:28:55, 15.60
6920000, 1497832136, 2017/6/19 0:28:56, 15.50
6920998, 1497832137, 2017/6/19 0:28:57, 15.50
6921999, 1497832138, 2017/6/19 0:28:58, 15.50
6922999, 1497832139, 2017/6/19 0:28:59, 15.50
6923999, 1497832140, 2017/6/19 0:29:0, 15.50
6924999, 1497832141, 2017/6/19 0:29:1, 15.50
6925999, 1497832142, 2017/6/19 0:29:2, 15.50
6927000, 1497832143, 2017/6/19 0:29:3, 15.50
6928000, 1497832144, 2017/6/19 0:29:4, 15.60
6928999, 1497832145, 2017/6/19 0:29:5, 15.60
6929998, 1497832146, 2017/6/19 0:29:6, 15.60
6931000, 1497832147, 2017/6/19 0:29:7, 15.60
6931998, 1497832148, 2017/6/19 0:29:8, 15.60
6933000, 1497832149, 2017/6/19 0:29:9, 15.50
6933999, 1497832150, 2017/6/19 0:29:10, 15.50
6935000, 1497832151, 2017/6/19 0:29:11, 15.60
6935999, 1497832152, 2017/6/19 0:29:12, 15.60
6936999, 1497832153, 2017/6/19 0:29:13, 15.60
6937999, 1497832154, 2017/6/19 0:29:14, 15.60
6938999, 1497832155, 2017/6/19 0:29:15, 15.60
6940000, 1497832156, 2017/6/19 0:29:16, 15.60
6940999, 1497832157, 2017/6/19 0:29:17, 15.60
6941999, 1497832158, 2017/6/19 0:29:18, 15.60
6942999, 1497832159, 2017/6/19 0:29:19, 15.60
6943998, 1497832160, 2017/6/19 0:29:20, 15.60
6944999, 1497832161, 2017/6/19 0:29:21, 15.60
6945998, 1497832162, 2017/6/19 0:29:22, 15.60
6946999, 1497832163, 2017/6/19 0:29:23, 15.60
6947998, 1497832164, 2017/6/19 0:29:24, 15.60
6948999, 1497832165, 2017/6/19 0:29:25, 15.60
6949999, 1497832166, 2017/6/19 0:29:26, 15.60
6950999, 1497832167, 2017/6/19 0:29:27, 15.60
6952000, 1497832168, 2017/6/19 0:29:28, 15.60
6952999, 1497832169, 2017/6/19 0:29:29, 15.50
6953999, 1497832170, 2017/6/19 0:29:30, 15.50
6954998, 1497832171, 2017/6/19 0:29:31, 15.50
6956000, 1497832172, 2017/6/19 0:29:32, 15.50
6956999, 1497832173, 2017/6/19 0:29:33, 15.50
6958000, 1497832174, 2017/6/19 0:29:34, 15.60
6958999, 1497832175, 2017/6/19 0:29:35, 15.60
6960000, 1497832176, 2017/6/19 0:29:36, 15.60
6960999, 1497832177, 2017/6/19 0:29:37, 15.50
6961999, 1497832178, 2017/6/19 0:29:38, 15.50
6963000, 1497832179, 2017/6/19 0:29:39, 15.60
6963999, 1497832180, 2017/6/19 0:29:40, 15.60
6964999, 1497832181, 2017/6/19 0:29:41, 15.50
6965999, 1497832182, 2017/6/19 0:29:42, 15.50
6966999, 1497832183, 2017/6/19 0:29:43, 15.50
6967999, 1497832184, 2017/6/19 0:29:44, 15.50
6968999, 1497832185, 2017/6/19 0:29:45, 15.50
6969999, 1497832186, 2017/6/19 0:29:46, 15.50
6970998, 1497832187, 2017/6/19 0:29:47, 15.50
6971999, 1497832188, 2017/6/19 0:29:48, 15.50
6972998, 1497832189, 2017/6/19 0:29:49, 15.50
6973999, 1497832190, 2017/6/19 0:29:50, 15.50
6974999, 1497832191, 2017/6/19 0:29:51, 15.50
6975998, 1497832192, 2017/6/19 0:29:52, 15.50
6976999, 1497832193, 2017/6/19 0:29:53, 15.50
6977998, 1497832194, 2017/6/19 0:29:54, 15.50
6978999, 1497832195, 2017/6/19 0:29:55, 15.50
6979998, 1497832196, 2017/6/19 0:29:56, 15.50
6980999, 1497832197, 2017/6/19 0:29:57, 15.50
6981998, 1497832198, 2017/6/19 0:29:58, 15.50
6982999, 1497832199, 2017/6/19 0:29:59, 15.50
6983999, 1497832200, 2017/6/19 0:30:0, 15.50
6984999, 1497832201, 2017/6/19 0:30:1, 15.50
6985999, 1497832202, 2017/6/19 0:30:2, 15.50
6986999, 1497832203, 2017/6/19 0:30:3, 15.50
6987999, 1497832204, 2017/6/19 0:30:4, 15.50
6988999, 1497832205, 2017/6/19 0:30:5, 15.50
6989999, 1497832206, 2017/6/19 0:30:6, 15.50
6990998, 1497832207, 2017/6/19 0:30:7, 15.50
6992000, 1497832208, 2017/6/19 0:30:8, 15.50
6993000, 1497832209, 2017/6/19 0:30:9, 15.50
6993999, 1497832210, 2017/6/19 0:30:10, 15.50
6995000, 1497832211, 2017/6/19 0:30:11, 15.50
6995999, 1497832212, 2017/6/19 0:30:12, 15.50
6996999, 1497832213, 2017/6/19 0:30:13, 15.50
6997998, 1497832214, 2017/6/19 0:30:14, 15.50
6998999, 1497832215, 2017/6/19 0:30:15, 15.50
7000000, 1497832216, 2017/6/19 0:30:16, 15.50
7000999, 1497832217, 2017/6/19 0:30:17, 15.50
7002000, 1497832218, 2017/6/19 0:30:18, 15.50
7002999, 1497832219, 2017/6/19 0:30:19, 15.50
7003999, 1497832220, 2017/6/19 0:30:20, 15.50
7004998, 1497832221, 2017/6/19 0:30:21, 15.50
7005999, 1497832222, 2017/6/19 0:30:22, 15.50
7006999, 1497832223, 2017/6/19 0:30:23, 15.50
7007998, 1497832224, 2017/6/19 0:30:24, 15.50
7008999, 1497832225, 2017/6/19 0:30:25, 15.50
7009999, 1497832227, 2017/6/19 0:30:27, 15.50
7011000, 1497832228, 2017/6/19 0:30:28, 15.50
7011999, 1497832229, 2017/6/19 0:30:29, 15.50
7013000, 1497832230, 2017/6/19 0:30:30, 15.50
7013999, 1497832231, 2017/6/19 0:30:31, 15.50
7015000, 1497832232, 2017/6/19 0:30:32, 15.50
7015999, 1497832233, 2017/6/19 0:30:33, 15.50
7016999, 1497832234, 2017/6/19 0:30:34, 15.50
7017999, 1497832235, 2017/6/19 0:30:35, 15.50
7018999, 1497832236, 2017/6/19 0:30:36, 15.50
7019999, 1497832237, 2017/6/19 0:30:37, 15.50
7020999, 1497832238, 2017/6/19 0:30:38, 15.50
7021999, 1497832239, 2017/6/19 0:30:39, 15.50
7022999, 1497832240, 2017/6/19 0:30:40, 15.50
7024000, 1497832241, 2017/6/19 0:30:41, 15.50
7025000, 1497832242, 2017/6/19 0:30:42, 15.50
7025998, 1497832243, 2017/6/19 0:30:43, 15.60
7026999, 1497832244, 2017/6/19 0:30:44, 15.60
7027998, 1497832245, 2017/6/19 0:30:45, 15.50
7028999, 1497832246, 2017/6/19 0:30:46, 15.50
7029999, 1497832247, 2017/6/19 0:30:47, 15.50
7030999, 1497832248, 2017/6/19 0:30:48, 15.50
7032000, 1497832249, 2017/6/19 0:30:49, 15.50
7032998, 1497832250, 2017/6/19 0:30:50, 15.50
7034000, 1497832251, 2017/6/19 0:30:51, 15.50
7034999, 1497832252, 2017/6/19 0:30:52, 15.50
7036000, 1497832253, 2017/6/19 0:30:53, 15.50
7036998, 1497832254, 2017/6/19 0:30:54, 15.50
7037999, 1497832255, 2017/6/19 0:30:55, 15.50
7038999, 1497832256, 2017/6/19 0:30:56, 15.50
7039998, 1497832257, 2017/6/19 0:30:57, 15.50
7040999, 1497832258, 2017/6/19 0:30:58, 15.50
7041999, 1497832259, 2017/6/19 0:30:59, 15.50
7043000, 1497832260, 2017/6/19 0:31:0, 15.50
7043999, 1497832261, 2017/6/19 0:31:1, 15.50
7044999, 1497832262, 2017/6/19 0:31:2, 15.50
7045999, 1497832263, 2017/6/19 0:31:3, 15.50
7046999, 1497832264, 2017/6/19 0:31:4, 15.50
7048000, 1497832265, 2017/6/19 0:31:5, 15.50
7048998, 1497832266, 2017/6/19 0:31:6, 15.50
7050000, 1497832267, 2017/6/19 0:31:7, 15.50
7050999, 1497832268, 2017/6/19 0:31:8, 15.50
7051999, 1497832269, 2017/6/19 0:31:9, 15.50
7052999, 1497832270, 2017/6/19 0:31:10, 15.50
7053999, 1497832271, 2017/6/19 0:31:11, 15.50
7054999, 1497832272, 2017/6/19 0:31:12, 15.50
7055998, 1497832273, 2017/6/19 0:31:13, 15.50
7056999, 1497832274, 2017/6/19 0:31:14, 15.50
7057999, 1497832275, 2017/6/19 0:31:15, 15.50
7058999, 1497832276, 2017/6/19 0:31:16, 15.50
7059999, 1497832277, 2017/6/19 0:31:17, 15.50
7061000, 1497832278, 2017/6/19 0:31:18, 15.50
7061998, 1497832279, 2017/6/19 0:31:19, 15.50
7062999, 1497832280, 2017/6/19 0:31:20, 15.50
7063999, 1497832281, 2017/6/19 0:31:21, 15.50
7064998, 1497832282, 2017/6/19 0:31:22, 15.50
7066000, 1497832283, 2017/6/19 0:31:23, 15.50
7066998, 1497832284, 2017/6/19 0:31:24, 15.50
7068000, 1497832285, 2017/6/19 0:31:25, 15.50
7068999, 1497832286, 2017/6/19 0:31:26, 15.50
7069999, 1497832287, 2017/6/19 0:31:27, 15.50
7071000, 1497832288, 2017/6/19 0:31:28, 15.50
7071998, 1497832289, 2017/6/19 0:31:29, 15.50
7073000, 1497832290, 2017/6/19 0:31:30, 15.50
7073999, 1497832291, 2017/6/19 0:31:31, 15.50
7075000, 1497832292, 2017/6/19 0:31:32, 15.50
7076000, 1497832293, 2017/6/19 0:31:33, 15.50
7076999, 1497832294, 2017/6/19 0:31:34, 15.50
7078000, 1497832295, 2017/6/19 0:31:35, 15.50
7078999, 1497832296, 2017/6/19 0:31:36, 15.50
7079999, 1497832297, 2017/6/19 0:31:37, 15.50
7080999, 1497832298, 2017/6/19 0:31:38, 15.50
7081999, 1497832299, 2017/6/19 0:31:39, 15.50
7082999, 1497832300, 2017/6/19 0:31:40, 15.50
7084000, 1497832301, 2017/6/19 0:31:41, 15.50
7084999, 1497832302, 2017/6/19 0:31:42, 15.50
7086000, 1497832303, 2017/6/19 0:31:43, 15.50
7086999, 1497832304, 2017/6/19 0:31:44, 15.50
7087998, 1497832305, 2017/6/19 0:31:45, 15.50
7089000, 1497832306, 2017/6/19 0:31:46, 15.50
7089998, 1497832307, 2017/6/19 0:31:47, 15.50
7090999, 1497832308, 2017/6/19 0:31:48, 15.50
7091999, 1497832309, 2017/6/19 0:31:49, 15.50
7092999, 1497832310, 2017/6/19 0:31:50, 15.50
7093999, 1497832311, 2017/6/19 0:31:51, 15.50
7095000, 1497832312, 2017/6/19 0:31:52, 15.50
7096000, 1497832313, 2017/6/19 0:31:53, 15.50
7096998, 1497832314, 2017/6/19 0:31:54, 15.50
7097999, 1497832315, 2017/6/19 0:31:55, 15.50
7098999, 1497832316, 2017/6/19 0:31:56, 15.50
7099999, 1497832317, 2017/6/19 0:31:57, 15.50
7100999, 1497832318, 2017/6/19 0:31:58, 15.50
7102000, 1497832319, 2017/6/19 0:31:59, 15.50
7102999, 1497832320, 2017/6/19 0:32:0, 15.50
7103998, 1497832321, 2017/6/19 0:32:1, 15.50
7104999, 1497832322, 2017/6/19 0:32:2, 15.50
7105999, 1497832323, 2017/6/19 0:32:3, 15.50
7106999, 1497832324, 2017/6/19 0:32:4, 15.50
7107999, 1497832325, 2017/6/19 0:32:5, 15.50
7109000, 1497832326, 2017/6/19 0:32:6, 15.50
7109999, 1497832327, 2017/6/19 0:32:7, 15.50
7111000, 1497832328, 2017/6/19 0:32:8, 15.50
7112000, 1497832329, 2017/6/19 0:32:9, 15.50
7112998, 1497832330, 2017/6/19 0:32:10, 15.50
7113999, 1497832331, 2017/6/19 0:32:11, 15.50
7114999, 1497832332, 2017/6/19 0:32:12, 15.50
7115999, 1497832333, 2017/6/19 0:32:13, 15.50
7116999, 1497832334, 2017/6/19 0:32:14, 15.50
7118000, 1497832335, 2017/6/19 0:32:15, 15.50
7118999, 1497832336, 2017/6/19 0:32:16, 15.50
7120000, 1497832337, 2017/6/19 0:32:17, 15.50
